DynamicsColumnName,CleanedColumnName
jt_shipnolaterdate,Jt Shipno Later Date
jt_shippingaddress,Jt Shippingaddress
jt_shippingaddress_entitytype,Jt Shippingaddress Entity Type
jt_shippingaddressname,Jt Shippingaddress Name
jt_shippingaddressyominame,Jt Shippingaddress Yomi Name
jt_shippingcharge,Jt Shipping Charge
jt_shippingcharge_base,Jt Shipping Charge Base
jt_shippingcost,Jt Shippingcost
jt_shippingcost_base,Jt Shippingcost Base
jt_shippingexception,Jt Shipping Exception
jt_shippingmethod,Jt Shipping Method
jt_shippingmethodcode,Jt Shipping Method Code
jt_shippingmethodvalue,Jt Shipping Method Value
jt_shippingstatus,Jt Shipping Status
jt_shippingstreetaddress,Jt Shipping Street Address
jt_shipstatus,Jt Ship Status
jt_shiptopobox,Jt Ship TOpobox
jt_showenddate,Jt Showend Date
jt_showhours,Jt Showhours
jt_showstartdate,Jt Show Start Date
jt_signature,Jt Sig Nature
jt_sizeofaccount,Jt Sizeof Account
jt_skillforbpo,Jt Skill Forbpo
jt_skillforbpo_entitytype,Jt Skill Forbpo Entity Type
jt_skillforbponame,Jt Skill Forbpo Name
jt_skillforos,Jt Skill Foros
jt_skillforos_entitytype,Jt Skill Foros Entity Type
jt_skillforosname,Jt Skill Foros Name
jt_socialsecurity,Jt Social Security
jt_sourcecode,Jt Source Code
jt_sprintid,Jt Sprint ID
jt_sprintid_entitytype,Jt Sprint ID Entity Type
jt_sprintidname,Jt Sprint ID Name
jt_startdate,Jt Start Date
jt_state,Jt State
jt_state_id,Jt State ID
jt_state_id_entitytype,Jt State ID Entity Type
jt_state_idname,Jt State ID Name
jt_stateid,Jt State ID
jt_statenameid,Jt State Name ID
jt_statenameid_entitytype,Jt State Name ID Entity Type
jt_statenameidname,Jt State Name ID Name
jt_statestateidregisteredincomplete,Jt Statestate ID Register Edin Complete
jt_status,Jt Status
jt_statusreason,Jt Status Reason
jt_stepordernumber,Jt Step Order Number
jt_steptype,Jt Steptype
jt_street1,Jt Street 1
jt_street2,Jt Street 2
jt_street3,Jt Street 3
jt_submitcreditappforapproval,Jt Submit Credit Appfor Approval
jt_submitpcaforapproval,Jt Submit Pcafor Approval
jt_submitteddate,Jt Submit Teddate
jt_subscriptioncreated,Jt Subscription Create D
jt_subscriptionid,Jt Subscription ID
jt_subscriptionid_entitytype,Jt Subscription ID Entity Type
jt_subscriptionidname,Jt Subscription ID Name
jt_subscriptionproductsadded,Jt Subscription Products Added
jt_subscriptionquantity,Jt Subscription Quantity
jt_subscriptionsequence,Jt Subscription Sequence
jt_subscriptiontype,Jt Subscription Type
jt_substartdate,Jt Sub Start Date
jt_subtotal,Jt Subtotal
jt_subtotal_base,Jt Subtotal Base
jt_suffixlist,Jt Suffixlist
jt_textpreference,Jt Textpreference
jt_tfn,Jt Tfn
jt_tollfreenumber,Jttollfree Number
jt_tollfreenumberid,Jttollfree Number ID
jt_totalcost,Jttotal Cost
jt_totalcost_base,Jttotal Cost Base
jt_trackingnourl,Jt Tracking No URL
jt_trackingnumber,Jt Tracking Number
jt_type,Jt Type
jt_typeoflocation,Jt Typeof Location
jt_uom,Jt UOM
jt_uom_entitytype,Jt UOM Entity Type
jt_uomname,Jt UOM Name
jt_upc,Jt Upc
jt_updacctcontactshipto,Jt Updacct Contact Ship TO
jt_upgradefirstrun,Jt Up Gradefirst Run
jt_upgradeproduct,Jt Up Gradeproduct
jt_upgradeproduct_entitytype,Jt Up Gradeproduct Entity Type
jt_upgradeproductname,Jt Up Gradeproduct Name
jt_volumediscount,Jt Volume Discount
jt_volumediscount_base,Jt Volume Discount Base
jt_website,Jt Web Site
jt_wholesalepaymentexception,Jt Whole Sale Payment Exception
jt_wholesaleprice,Jt Whole Sale Price
jt_wholesaleprice_base,Jt Whole Sale Price Base
jt_wiretransfer,Jt Wire Transfer
jt_worktype,Jt Worktype
jt_wspaymentexception,Jt Ws Payment Exception
jt_year,Jt Year
jt_zip,Jt Zip
jt_zipcodepostalcode,Jt Zip Code Postal Code
jt_zoller,Jt Zoller
kaprefix,KA Prefix
kbaccesslevel,KB Access Level
kbarticleid,KB Article ID
kbarticleid_entitytype,KB Article ID Entity Type
kbarticleidname,KB Article ID Name
kbarticletemplateid,KB Article Template ID
kbarticletemplateid_entitytype,KB Article Template ID Entity Type
kbarticletemplateidtitle,KB Article Template ID Title
kbprefix,KB Prefix
keyproduct,Key Product
keywords,Keywords
kmsettings,Km Settings
knowledgearticlecategoryid,Knowledge Article Category ID
knowledgearticleid,Knowledge Article ID
knowledgearticleid_entitytype,Knowledge Article ID Entity Type
knowledgearticleidname,Knowledge Article ID Name
knowledgearticleviews,Knowledge Article Views
knowledgearticleviews_date,Knowledge Article Views Date
knowledgearticleviews_state,Knowledge Article Views State
label,Label
langid,Lang ID
language,Language
languagecode,Language Code
languagelocaleid,Language Locale ID
languagelocaleid_entitytype,Language Locale ID Entity Type
languagelocaleidlocaleid,Language Locale ID Locale ID
languagelocaleidname,Language Locale ID Name
lastactiveon,Last Active On
lastalertsviewedtime,Last Alerts Viewed Time
lastautodiscoveredon,Last Autodiscovered On
lastbackofficesubmit,Last Back Office Submit
lastduration,Last Duration
lastexpandedinstancedate,Last Expanded Instance Date
lastmailboxforcedunlockoccurredon,Last Mailbox Forced Unlock Occurred On
lastmessageid,Last Message ID
lastmodifiedtime,Last Modified Time
lastname,Last Name
lastonholdtime,Last On Hold Time
lastopenedtime,Last Opened Time
lastpublishtime,Last Publish Time
lastrolledupdate,Last Rolled Update
lastsuccessfulsynccompletedon,Last Successful Sync Completed On
lastsyncerror,Last Sync Error
lastsyncerrorcode,Last Sync Error Code
lastsyncerrorcount,Last Sync Error Count
lastsyncerrormachinename,Last Sync Error Machine Name
lastsyncerroroccurredon,Last Sync Error Occurred On
lastsyncstartedon,Last Sync Started On
lastusedincampaign,Lastused In Campaign
lastusedon,Lastused On
latestupdatetime,Latest Update Time
latitude,Latitude
layoutjson,Layoutjson
layoutxml,Layout XML
leadcompetitorid,Lead Competitor ID
leadfield,Lead Field
leadid,Lead ID
leadid_entitytype,Lead ID Entity Type
leadidname,Lead ID Name
leadproductid,Lead Product ID
leadqualitycode,Lead Quality Code
leadsourcecode,Lead Source Code
LeadSourceGlobal,Lead Source Global
LeadSourceGlobalJT,Lead Source Global Jt
leftvoicemail,Left Voice Mail
line1,Line 1
line2,Line 2
line3,Line 3
lineitemnumber,Line Item Number
link,Link
linksclickedcount,Links Clicked Count
listid,List ID
listid_entitytype,List ID Entity Type
listmemberid,List Member ID
listname,List Name
literaturetypecode,Literature Type Code
localeid,Locale ID
LocalizedLabel,Localized Label
LocalizedLabelLanguageCode,Localized Label Language Code
location,Location
lockstatus,Lock Status
longdateformatcode,Long Date Format Code
longitude,Longitude
lowquantity,Low Quantity
mailboxid,Mailbox ID
mailboxid_entitytype,Mailbox ID Entity Type
mailboxintermittentissueminrange,Mailbox Intermittent Issue Min Range
mailboxpermanentissueminrange,Mailbox Permanent Issue Min Range
mailboxprocessingcontext,Mailbox Processing Context
mailboxstatus,Mailbox Status
mailboxtrackingfolderid,Mailbox Tracking Folderid
majorversionnumber,Major Version Number
managerid,Manager ID
managerid_entitytype,Manager ID Entity Type
manageridname,Manager ID Name
manageridyominame,Manager ID Yomi Name
managername,Manager Name
managerphone,Manager Phone
manualdiscountamount,Manual Discountamount
manualdiscountamount_base,Manual Discountamount Base
marketcap,Market Cap
marketcap_base,Market Cap Base
marketingonly,Marketing Only
masteraccountidname,Master Account ID Name
masteraccountidyominame,Master Account ID Yomi Name
mastercontactidname,Master Contact ID Name
mastercontactidyominame,Master Contact ID Yomi Name
masterid,Master ID
masterid_entitytype,Master ID Entity Type
masteridname,Master ID Name
masterleadidname,Master Lead ID Name
masterleadidyominame,Master Lead ID Yomi Name
maxactionstepsinbpf,Max Action Steps In Bpf
maxappointmentdurationdays,Max Appointment Duration Days
maxconditionsformobileofflinefilters,Max Conditions For Mobile Offline Filters
maxdepthforhierarchicalsecuritymodel,Max Depth For Hierarchical Security Model
maxfolderbasedtrackingmappings,Max Folder Based Tracking Mappings
maximumactivebusinessprocessflowsallowedperentity,Maximum Active Business Process Flows Allowed Per Entity
maximumdynamicpropertiesallowed,Maximum Dynamic Proper Ties Allowed
maximumentitieswithactivesla,Maximum Entities With Active SLA
maximumslakpiperentitywithactivesla,Maximum SLA KPI Per Entity With Active SLA
maximumtrackingnumber,Maximum Tracking Number
maxproductsinbundle,Max Products In Bundle
maxrating,Max Rating
maxrecordsforexporttoexcel,Max Records For Exportto Excel
maxrecordsforlookupfilters,Max Records For Lookup Filters
maxsupportedinternetexplorerversion,Max Supported Internet Explorer Version
maxuploadfilesize,Max Upload File Size
maxverboseloggingmailbox,Max Verbose Logging Mailbox
maxverboseloggingsynccycles,Max Verbose Logging Sync Cycles
membercount,Member Count
membertype,Member Type
merged,Merged
message,Message
messagecount,Message Count
messageid,Message ID
messageiddupcheck,Message ID Dup Check
messages,Messages
messagetypecode,Message Type Code
MetadataId,Metadata ID
metadatasynclasttimeofneverexpireddeletedobjects,Metadata Sync Last Timeof Never Expired Deleted Objects
metadatasynctimestamp,Metadata Sync Timestamp
metricid,Metric ID
metricid_entitytype,Metric ID Entity Type
metricidname,Metric ID Name
microsoftflowenvironment,Microsoft Flow Environment
middlename,Middle Name
mimetype,Mime Type
minaddressbooksyncinterval,Min Address Book Sync Interval
minclientversion,Min Client Version
minofflinesyncinterval,Min Offline Sync Interval
minorversionnumber,Minor Version Number
minoutlooksyncinterval,Min Outlook Sync Interval
minrating,Min Rating
mobilealertemail,Mobile Alert Email
mobileofflineminlicenseprod,Mobile Offline Min License Prod
mobileofflineminlicensetrial,Mobile Offline Min License Trial
mobileofflineprofileid,Mobile Offline Profile ID
mobileofflineprofileid_entitytype,Mobile Offline Profile ID Entity Type
mobileofflineprofileidname,Mobile Offline Profile ID Name
mobileofflineprofileidunique,Mobile Offline Profile ID Unique
mobileofflineprofileitemassociationid,Mobile Offline Profile Item Association ID
mobileofflineprofileitemassociationidunique,Mobile Offline Profile Item Association ID Unique
mobileofflineprofileitemid,Mobile Offline Profile Item ID
mobileofflineprofileitemid_entitytype,Mobile Offline Profile Item ID Entity Type
mobileofflineprofileitemidname,Mobile Offline Profile Item ID Name
mobileofflineprofileitemidunique,Mobile Offline Profile Item ID Unique
mobileofflinesyncinterval,Mobile Offline Sync Interval
mobilephone,Mobile Phone
mode,Mode
modifiedby,Modified By
modifiedby_entitytype,Modified By Entity Type
modifiedbydsc,Modified By Dsc
modifiedbyexternalparty,Modified By External Party
modifiedbyexternalparty_entitytype,Modified By External Party Entity Type
modifiedbyexternalpartyname,Modified By External Party Name
modifiedbyexternalpartyyominame,Modified By External Party Yomi Name
modifiedbyname,Modified By Name
modifiedbyyominame,Modified By Yomi Name
modifiedfieldsmask,Modified Fields Mask
modifiedon,Modified On
modifiedonbehalfby,Modified On Behalf By
modifiedonbehalfby_entitytype,Modified On Behalf By Entity Type
modifiedonbehalfbydsc,Modified On Behalf By Dsc
modifiedonbehalfbyname,Modified On Behalf By Name
modifiedonbehalfbyyominame,Modified On Behalf By Yomi Name
monthofyear,Month Of Year
msdyn_accountcustomer,MSDYN Account Customer
msdyn_accountcustomer_entitytype,MSDYN Account Customer Entity Type
msdyn_accountcustomername,MSDYN Account Customer Name
msdyn_accountcustomeryominame,MSDYN Account Customer Yomi Name
msdyn_accountingdate,MSDYN Account Ingdate
msdyn_accountvendor,MSDYN Account Vendor
msdyn_accountvendor_entitytype,MSDYN Account Vendor Entity Type
msdyn_accountvendorname,MSDYN Account Vendor Name
msdyn_accountvendoryominame,MSDYN Account Vendor Yomi Name
msdyn_actualid,MSDYN Actual ID
msdyn_adjustmentstatus,MSDYN Adjustment Status
msdyn_amount,Msdynamount
msdyn_amount_base,Msdynamount Base
msdyn_amountmethod,Msdynamount Method
msdyn_basisamount,MSDYN Basisamount
msdyn_basisamount_base,MSDYN Basisamount Base
msdyn_basisprice,MSDYN Basis Price
msdyn_basisprice_base,MSDYN Basis Price Base
msdyn_basisquantity,MSDYN Basis Quantity
msdyn_billingstatus,MSDYN Billing Status
msdyn_billingtype,MSDYN Billing Type
msdyn_bookableresource,MSDYN Bookable Resource
msdyn_bookableresource_entitytype,MSDYN Bookable Resource Entity Type
msdyn_bookableresourcename,MSDYN Bookable Resource Name
msdyn_contactcustomer,MSDYN Contact Customer
msdyn_contactcustomer_entitytype,MSDYN Contact Customer Entity Type
msdyn_contactcustomername,MSDYN Contact Customer Name
msdyn_contactcustomeryominame,MSDYN Contact Customer Yomi Name
msdyn_contactvendor,MSDYN Contact Vendor
msdyn_contactvendor_entitytype,MSDYN Contact Vendor Entity Type
msdyn_contactvendorname,MSDYN Contact Vendor Name
msdyn_contactvendoryominame,MSDYN Contact Vendor Yomi Name
msdyn_customertype,MSDYN Customer Type
msdyn_description,MSDYN Description
msdyn_documentdate,MSDYN Document Date
msdyn_enddatetime,MSDYN End Date Time
msdyn_exchangeratedate,MSDYN Exchange Rate Date
msdyn_externaldescription,MSDYN External Description
msdyn_externalreferencedate,MSDYN External Reference Date
msdyn_externalreferenceid,MSDYN External Reference ID
msdyn_gdproptout,MSDYN Gdpr Optout
msdyn_invoice,MSDYN Invoice
msdyn_invoice_entitytype,MSDYN Invoice Entity Type
msdyn_invoicename,MSDYN Invoice Name
msdyn_isjournalized,MSDYN Is Journalized
msdyn_orgchangestatus,MSDYN Org Change Status
msdyn_percent,MSDYN Percent
msdyn_price,MSDYN Price
msdyn_price_base,MSDYN Price Base
msdyn_pricelist,MSDYN Price List
msdyn_pricelist_entitytype,MSDYN Price List Entity Type
msdyn_pricelistname,MSDYN Price List Name
msdyn_product,MSDYN Product
msdyn_product_entitytype,MSDYN Product Entity Type
msdyn_productname,MSDYN Product Name
msdyn_quantity,MSDYN Quantity
msdyn_salescontract,MSDYN Sales Contract
msdyn_salescontract_entitytype,MSDYN Sales Contract Entity Type
msdyn_salescontractline,MSDYN Sales Contract Line
msdyn_salescontractname,MSDYN Sales Contract Name
msdyn_startdatetime,MSDYN Start Datetime
msdyn_transactionclassification,MSDYN Trans Action Classification
msdyn_transactiontypecode,MSDYN Trans Action Type Code
msdyn_unit,MSDYN Unit
msdyn_unit_entitytype,MSDYN Unit Entity Type
msdyn_unitname,MSDYN Unit Name
msdyn_unitschedule,MSDYN Unit Schedule
msdyn_unitschedule_entitytype,MSDYN Unit Schedule Entity Type
msdyn_unitschedulename,MSDYN Unit Schedule Name
msdyn_vendortype,MSDYN Vendor Type
name,Name
navigationtype,Navigation Type
need,Need
negativecurrencyformatcode,Negative Currency Format Code
negativeformatcode,Negative Format Code
netprice,Net Price
netprice_base,Net Price Base
new_amountremaining,Newamount Remaining
new_amountremaining_base,Newamount Remaining Base
new_authorizedamount,New Authorizedamount
new_authorizedamount_base,New Authorizedamount Base
new_creditapplicationneeded,New Credit Application Needed
new_dateestablished,New Date Established
new_dbaname,New Dba Name
new_df_contactfieldsfull,New Df Contact Field Sfull
new_df_datelastsynced,New Df Date Last Synced
new_df_leadscore,New Df Lead Score
new_df_validationletter,New Df Validation Letter
new_df_validationtype,New Df Validation Type
new_needbydate,New Need By Date
new_refresh,New Refresh
new_versium_import,New Versium Import
nextcustomobjecttypecode,Next Custom Object Type Code
nextexpansioninstancedate,Next Expansion In Stance Date
nexttrackingnumber,Next Tracking Number
nickname,Nick Name
noactcount,No Act Count
nodus_amountbatched,Nodusamount Batched
nodus_amountbatched_base,Nodusamount Batched Base
nodus_amounttocharge,Nodusamountto Charge
nodus_amounttocharge_base,Nodusamountto Charge Base
nodus_cashpayment,Nodus Cash Payment
nodus_cashpayment_base,Nodus Cash Payment Base
nodus_chargestatus,Nodus Charge Status
nodus_creditamount,Nodus Creditamount
nodus_creditamount_base,Nodus Creditamount Base
nodus_creditcardid,Nodus Credit Card ID
nodus_creditcardid_entitytype,Nodus Credit Card ID Entity Type
nodus_creditcardidname,Nodus Credit Card ID Name
nodus_gatewayid,Nodus Gateway ID
nodus_gatewayid_entitytype,Nodus Gateway ID Entity Type
nodus_gatewayidname,Nodus Gateway ID Name
nodus_paymentfieldid,Nodus Payment Field ID
nodus_paymentfieldid_entitytype,Nodus Payment Field ID Entity Type
nodus_paymentfieldidname,Nodus Payment Field ID Name
nodus_totalamountcharged,Nodustotalamount Charged
nodus_totalamountcharged_base,Nodustotalamount Charged Base
noemailcount,No Email Count
normalizedrating,Normalized Rating
notetext,Note Text
notifications,Notifications
notifymailboxownerofemailserverlevelalerts,Notify Mailbox Owner Of Email Server Level Alerts
number,Number
numberformat,Number Format
numbergroupformat,Number Group Format
numberofchildincidents,Number Of Child Incidents
numberofchildren,Number Of Children
numberofemployees,Number Of Employees
numberofitems,Number Of Items
numberofmembers,Number Of Members
numberofpages,Number Of Pages
numberseparator,Number Separator
objectid,Object ID
objectid_entitytype,Object ID Entity Type
objectidname,Object ID Name
objectidtypecode,Object ID Type Code
objective,Objective
objectiveexpression,Objective Expression
objecttypecode,Object Type Code
occurrences,Occurrences
officeappsautodeploymentenabled,Office Apps Autodeployment Enabled
officeappsdeploymentcompleteon,Office Apps Deployment Complete On
officeappsdeploymenterror,Office Apps Deployment Error
officeappsdeploymentscheduled,Office Apps Deployment Scheduled
officeappsdeploymentstatus,Office Apps Deployment Status
officegraphdelveurl,Office Graph Delve URL
offlinesqlquery,Offlinesql Query
offlinesyncinterval,Offline Sync Interval
ondemand,On Demand
onholdtime,Onhold Time
oobpricecalculationenabled,Oob Price Calculation Enabled
opencount,Open Count
opendeals,Open Deals
opendeals_date,Open Deals Date
opendeals_state,Open Deals State
openrevenue,Open Revenue
openrevenue_base,Open Revenue Base
openrevenue_date,Open Revenue Date
openrevenue_state,Open Revenue State
openscount,Opens Count
operatingsystem,Operating System
opportunities,Opportunities
opportunitycompetitorid,Opportunity Competitor ID
opportunityid,Opportunity ID
opportunityid_entitytype,Opportunity ID Entity Type
opportunityidname,Opportunity ID Name
opportunityproductid,Opportunity Product ID
opportunityproductname,Opportunity Product Name
opportunityratingcode,Opportunity Rating Code
opportunitystatecode,Opportunity State Code
Option,Option
optionalattendees,Optional Attendees
options,Options
OptionSetName,Option Set Name
ordernumber,Order Number
orderprefix,Order Prefix
organizationid,Organization ID
organizationid_entitytype,Organization ID Entity Type
organizationidname,Organization ID Name
organizationstate,Organization State
organizationtaborder,Organization Tab Order
organizer,Organizer
orgdborgsettings,Orgdborg Settings
orginsightsenabled,Org Insights Enabled
orgmarkedasprimaryforexchangesync,Org Marked As Primary For Exchange Sync
originalstartdate,Original Start Date
originatingactivityid,Originating Activity ID
originatingactivityid_entitytype,Originating Activity ID Entity Type
originatingactivityidtypecode,Originating Activity ID Type Code
originatingactivityname,Originating Activity Name
originatingcaseid,Originating Case ID
originatingcaseid_entitytype,Originating Case ID Entity Type
originatingcaseidname,Originating Case ID Name
originatingcontract,Originating Contract
originatingcontract_entitytype,Originating Contract Entity Type
originatingcontractname,Originating Contract Name
originatingleadid,Originating Lead ID
originatingleadid_entitytype,Originating Lead ID Entity Type
originatingleadidname,Originating Lead ID Name
originatingleadidyominame,Originating Lead ID Yomi Name
os,Os
othercost,Other Cost
othercost_base,Other Cost Base
outgoingemaildeliverymethod,Outgoing Email Delivery Method
outgoingemailstatus,Outgoing Email Status
outlookownerapptid,Outlook Owner Apptid
outlooksyncinterval,Outlook Sync Interval
overriddencreatedon,Overridden Created On
overview,Overview
overwritetime,Overwrite Time
ownerid,Owner ID
ownerid_entitytype,Owner ID Entity Type
owneridname,Owner ID Name
owneridtype,Owner ID Type
owneridyominame,Owner ID Yomi Name
ownershipcode,Owner Ship Code
owningbusinessunit,Owning Business Unit
owningbusinessunit_entitytype,Owning Business Unit Entity Type
owningbusinessunitname,Owning Business Unit Name
owningteam,Owning Team
owningteam_entitytype,Owning Team Entity Type
owninguser,Owning USer
owninguser_entitytype,Owning USer Entity Type
pager,Pager
pageviewid,Page View ID
paginglimit,Paging Limit
parentaccountid,Parent Account ID
parentaccountid_entitytype,Parent Account ID Entity Type
parentaccountidname,Parent Account ID Name
parentaccountidyominame,Parent Account ID Yomi Name
parentactivityid,Parent Activity ID
parentactivityid_entitytype,Parent Activity ID Entity Type
parentactivityidname,Parent Activity ID Name
parentarticlecontentid,Parent Article Content ID
parentarticlecontentid_entitytype,Parent Article Content ID Entity Type
parentarticlecontentidname,Parent Article Content ID Name
parentattributemapid,Parent Attribute Map ID
parentattributemapid_entitytype,Parent Attribute Map ID Entity Type
parentbundleid,Parent Bundle ID
parentbundleidref,Parent Bundle ID Ref
parentbundleidref_entitytype,Parent Bundle ID Ref Entity Type
parentbusinessunitid,Parent Business Unit ID
parentbusinessunitid_entitytype,Parent Business Unit ID Entity Type
parentbusinessunitidname,Parent Business Unit ID Name
parentcaseid,Parent Case ID
parentcaseid_entitytype,Parent Case ID Entity Type
parentcaseidname,Parent Case ID Name
parentcategoryid,Parent Category ID
parentcategoryid_entitytype,Parent Category ID Entity Type
parentcategoryidname,Parent Category ID Name
parentcontactid,Parent Contact ID
parentcontactid_entitytype,Parent Contact ID Entity Type
parentcontactidname,Parent Contact ID Name
parentcontactidyominame,Parent Contact ID Yomi Name
parentcustomerid,Parent Customer ID
parentcustomerid_entitytype,Parent Customer ID Entity Type
parentcustomeridname,Parent Customer ID Name
parentcustomeridtype,Parent Customer ID Type
parentcustomeridyominame,Parent Customer ID Yomi Name
parentgoalid,Parent Goal ID
parentgoalid_entitytype,Parent Goal ID Entity Type
parentgoalidname,Parent Goal ID Name
parentid,Parent ID
parentid_entitytype,Parent ID Entity Type
parentidname,Parent ID Name
parentidtypecode,Parent ID Type Code
parentidyominame,Parent ID Yomi Name
parentproductid,Parent Product ID
parentproductid_entitytype,Parent Product ID Entity Type
parentproductidname,Parent Product ID Name
parentregardingobjectid,Parent Regarding Object ID
parentregardingobjectid_entitytype,Parent Regarding Object ID Entity Type
parentregardingobjecttypecode,Parent Regarding Object Type Code
parentroleid,Parent Role ID
parentroleid_entitytype,Parent Role ID Entity Type
parentroleidname,Parent Role ID Name
parentrootroleid,Parent Root Role ID
parentrootroleid_entitytype,Parent Roo Trole ID Entity Type
parentrootroleidname,Parent Root Role ID Name
parentsubject,Parent Subject
parentsubject_entitytype,Parent Subject Entity Type
parentsubjectname,Parent Subject Name
parentsystemuserid,Parent System USer ID
parentsystemuserid_entitytype,Parent System USer ID Entity Type
parentsystemuseridname,Parent System USer ID Name
parentsystemuseridyominame,Parent System USer ID Yomi Name
parentworkflowid,Parent Workflow ID
parentworkflowid_entitytype,Parent Workflow ID Entity Type
parentworkflowidname,Parent Workflow ID Name
parsedtablecolumnprefix,Parsed Table Column Prefix
parsedtableprefix,Parsed Table Prefix
participatesinworkflow,Participates In Workflow
participationtypemask,Participation Typemask
partner,Partner
partners,Partners
partyid,Party ID
partyid_entitytype,Party ID Entity Type
partyidname,Party ID Name
partyobjecttypecode,Party Object Type Code
passporthi,Passport Hi
passportlo,Passport Lo
password,Password
pastexpansionwindow,Past Expansion Window
patternenddate,Pattern End Date
patternendtype,Pattern Endtype
patternstartdate,Pattern Start Date
paymentmethodcode,Payment Method Code
PaymentMethodJT,Payment Method Jt
PaymentTerms,Payment Terms
paymenttermscode,Payment Terms Code
percentage,Percentage
percentcomplete,Percent Complete
performsplittest,Perform Split Test
personalemailaddress,Personal Email Address
personalizationsettings,Personalization Settings
phonenumber,Phone Number
photourl,Photo URL
picture,Picture
pinpointlanguagecode,Pinpoint Language Code
platform,Platform
plugintracelogsetting,Plugin Trace Log Setting
plugintypeid,Plugin Type ID
plugintypeid_entitytype,Plugin Type ID Entity Type
pmdesignator,PM Designator
positionid,Position ID
positionid_entitytype,Position ID Entity Type
positionidname,Position ID Name
postalcode,Postal Code
postauthor,Post Author
postauthor_entitytype,Post Author Entity Type
postauthoraccount,Post Author Account
postauthoraccount_entitytype,Post Author Account Entity Type
postauthoraccountname,Post Author Account Name
postauthoraccounttype,Post Author Account Type
postauthoraccountyominame,Post Author Account Yomi Name
postauthorname,Post Author Name
postauthortype,Post Author Type
postauthoryominame,Post Author Yomi Name
postedbyname,Posted By Name
postedfieldid,Posted Field ID
postedformid,Posted Form ID
postedon,Postedon
postedsubscriptionid,Posted Subscription ID
postedsurveyid,Posted Survey ID
postfollowid,Post Follow ID
postfromprofileid,Post From Profile ID
postfromprofileid_entitytype,Post From Profile ID Entity Type
postid,Post ID
postmessagetype,Post Message Type
postmessagewhitelistdomains,Post Message White List Domains
postofficebox,Post Office Box
postponeactivityprocessinguntil,Postpone Activity Processing Until
postponeemailprocessinguntil,Postpone Email Processing Until
postponemailboxprocessinguntil,Postpone Mailbox Processing Until
postponeofficeappsdeploymentuntil,Postpone Office Apps Deployment Until
postponesendinguntil,Postpone Sending Until
postponetestemailconfigurationuntil,Postpone Test Email Configuration Until
posttoprofileid,Postto Profile ID
posttoyammer,Postto Yammer
posturl,Post URL
powerbifeatureenabled,Power Bi Feature Enabled
Precision,Precision
preference,Preference
preferredaddresscode,Prefer Redaddress Code
preferredappointmentdaycode,Preferred Appointment Day Code
preferredappointmenttimecode,Preferred Appointment Time Code
PreferredContactMethod,Prefer Red Contact Method
preferredcontactmethodcode,Prefer Red Contact Method Code
preferredemailcode,Prefer Red Email Code
preferredequipmentid,Prefer Red Equipment ID
preferredequipmentid_entitytype,Prefer Red Equipment ID Entity Type
preferredequipmentidname,Prefer Red Equipment ID Name
preferredphonecode,Prefer Red Phone Code
preferredserviceid,Prefer Red Service ID
preferredserviceid_entitytype,Prefer Red Service ID Entity Type
preferredserviceidname,Prefer Red Service ID Name
preferredsystemuserid,Prefer Red System USer ID
preferredsystemuserid_entitytype,Prefer Red System USer ID Entity Type
preferredsystemuseridname,Prefer Red System USer ID Name
preferredsystemuseridyominame,Prefer Red System USer ID Yomi Name
prefix,Prefix
preheader,Preheader
presentfinalproposal,Present Final Proposal
presentproposal,Present Proposal
previousarticlecontentid,Previous Article Content ID
previousarticlecontentid_entitytype,Previous Article Content ID Entity Type
previousarticlecontentidname,Previous Article Content ID Name
price,Price
price_base,Price Base
pricelevelid,Price Level ID
pricelevelid_entitytype,Price Level ID Entity Type
pricelevelidname,Price Level ID Name
pricelistid,Price List ID
pricelistid_entitytype,Price List ID Entity Type
pricelistname,Price List Name
priceperunit,Price Per Unit
priceperunit_base,Price Per Unit Base
pricingdecimalprecision,Pricing Decimal Precision
pricingerrorcode,Pricing Error Code
pricingmethodcode,Pricing Method Code
primaryauthorid,Primary Author ID
primaryauthorid_entitytype,Primary Author ID Entity Type
primaryauthoridname,Primary Author ID Name
primarycontactid,Primary Contact ID
primarycontactid_entitytype,Primary Contact ID Entity Type
primarycontactidname,Primary Contact ID Name
primarycontactidyominame,Primary Contact ID Yomi Name
primarycontactname,Primary Contact Name
primaryentity,Primary Entity
primaryentitylogicalname,Primary Entity Logical Name
primarysatoriid,Primary Satori ID
primarytwitterid,Primary Twitter ID
primaryuserid,Primary USer ID
primaryuserid_entitytype,Primary USer ID Entity Type
primaryuseridname,Primary USer ID Name
primaryuseridyominame,Primary USer ID Yomi Name
principalentitymapid,Principal Entity Map ID
principalid,Principal ID
principalobjectaccessid,Principal Object Access ID
principaltypecode,Principal Type Code
priority,Priority
prioritycode,Priority Code
privacystatementurl,Privacy Statement URL
privilegedepthmask,Privilege Depth Mask
privilegeid,Privilege ID
privilegeid_entitytype,Privilege ID Entity Type
privilegeobjecttypecodeid,Privilege Object Type Codeid
privilegeobjecttypecoderowid,Privilege Object Type Code Row ID
privilegerowid,Privilege Row ID
privilegeusergroupid,Privilege USer Group ID
privreportinggroupid,Priv Reporting Group ID
privreportinggroupname,Priv Reporting Group Name
processanddeleteemails,Process And Delete Emails
processedtimes,Processed Times
